Offer,Terms and Conditions,Image,Link,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,HDFC Pixel Go Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Yes Bank Anq Pi Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Federal Bank Rupay Signet Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Union Bank Rupay Platinum Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Swavlamban Bobcard (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Karnataka Bank Simplysave SBI Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,RBL Bank VCard (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Federal Bank Scapia Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Reliance SBI Card Prime (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,6E Rewards XL IndiGo HDFC Bank Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,SBM Kredit.Pe Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,Kotak Mojo Platinum Credit Card (Rupay),,,,
PhonePe Rupay Credit Card Offer,"Offer Construct:

Up to INR 200 cashback on a minimum order value of INR 600
Offer applicable only on payments done with RuPay Credit Card on UPI via PhonePe app
Offer applicable only on payments made on PhonePe QR 
Cashback amount will be in the form of Scratch Cards on eligible transactions
View MyRewards section Find the unscratched card and Swipe to redeem
Applicable  twice per user per month
Offer applicable only on Cinepolis Cinemas
Offer valid for a limited time only
Terms and Conditions:

Any additional amount on top of the offer must be borne by the customer.
Offer is only valid for cinemas listed on Cinpolis digital channels.
In case of any issues please contact support@cinepolis.com
Discount is applicable only on the complete cart value of each transaction (as applicable).
This offer cannot be combined with any other ongoing offer/discount/promotion available on Cinpolis digital channels.
Movie Tickets and Food & Beverages are subject to availability at the respective Cinpolis Cinemas.
Movie Tickets and F&B once bought shall be considered sold and cannot be cancelled refunded or exchanged in any form whatsoever.
Once the Movie Tickets booking is completed the confirmation e-mail/SMS received from Cinpolis needs to be scanned/exchanged with cinema representative to enter the cinema premises.
Customer shall not be entitled to compensation/benefits in any form whatsoever in lieu of the offer being availed.
Cinpolis India reserves the right to disqualify any Customer(s) from the benefits of the Program. In case of any fraudulent activity prosecution will be carried out according to the purpose of availing the benefits under the Program.
Cinpolis India reserves the right to modify/withdraw/discontinue all or any of the terms applicable to the Offer/Program without assigning any reason or without any prior intimation whatsoever.
Cinpolis India Private Limited's general rules & regulations are applicable.
Customers are not bound in any way to participate in this program. Any such participation is voluntary and the same is being made purely on a ""best-effort basis"".
Cinpolis India Private Limited reserves the right at any time without prior notice to add alter modify all or any of these terms and conditions or replace wholly or in part this program by any other program whether like this program or not or to withdraw it altogether.
In addition to the above this offer is also subject to www.cinepolisindia.com general Terms of Use. Kindly refer to www.cinepolisindia.com Terms & Conditions on the homepage.
In case of any disputes Cinpolis India Private Limited's decision will be final.
GO TO FOOVIES
",https://cinepolisindia.com/_next/imageurl=https%3A%2F%2Fapi_new.cinepolisindia.com%2Fuploads%2Fimages%2Foffers%2F1752843686080-457813445-300x400.jpg.jpg&w=384&q=75,https://cinepolisindia.com/offer-details/39,HDFC Bank UPI Rupay Biz Credit Card (Rupay),,,,
